country,surveyelapse,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,operatingsystem,browser,screenw,screenh,introelapse,testelapse,extroversion,neuroticism,agreeableness,conscientiousness,openness,grit,vocabulary
KE,309,2,2,male,2,19,right,6,4,black,no,never,5,Windows,Chrome,1024,768,5,332,4,20,13,18,19,-6,7
NL,205,2,3,female,2,20,right,1,1,white or indigenous,no,never,2,iOS,Safari,768,1024,15,205,-1,14,21,15,23,-9,11
US,419,2,1,female,1,21,right,6,1,white or indigenous,yes,never,3,Windows,Chrome,1920,1080,10,319,-4,18,24,18,13,-9,9
GB,257,2,3,female,1,16,right,7,1,white or indigenous,no,never,2,Windows,Chrome,1024,768,2,195,-12,33,14,2,5,3,7
US,319,4,3,female,1,32,right,4,1,white or indigenous,yes,previously,3,iOS,Safari,320,568,21,1082,-9,20,14,13,27,-7,7
ZA,253,3,2,female,1,51,right,7,1,other,yes,currently,6,Windows,Microsoft Internet Explorer,1920,1080,6,160,-16,2,26,24,13,-8,9
NA,796,4,3,female,2,22,left,6,0,asian,yes,never,2,Linux,AndroidBrowser,480,854,8,571,7,24,19,11,27,-8,10
IN,136,3,3,female,2,21,left,8,1,asian,no,never,1,iOS,Safari,768,1024,440,146,-3,19,11,8,23,2,11
AU,177,1,2,female,1,36,left,7,1,white or indigenous,no,currently,3,iOS,Safari,768,1024,514,53,0,30,10,10,20,1,12
GR,116,4,3,female,2,32,right,7,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,6,115,-2,30,15,11,22,0,9
US,127,2,3,male,2,17,right,4,1,asian,no,never,2,iOS,Safari,768,1024,2,132,1,27,14,11,20,-1,11
US,176,1,2,male,1,16,both,2,1,white or indigenous,no,never,3,iOS,Safari,768,1024,69,227,-15,6,-8,4,23,-1,6
US,195,1,3,female,1,18,right,4,1,white or indigenous,no,never,2,iOS,Safari,768,1024,3,323,-5,9,18,17,26,-10,11
GB,79,3,3,male,1,50,right,6,1,white or indigenous,no,currently,3,Windows,Microsoft Internet Explorer,1280,1024,2,85,3,18,6,15,20,-5,13
US,137,2,2,male,1,16,right,12,1,white or indigenous,no,never,4,Windows,Chrome,1280,1024,9,152,14,22,8,3,16,3,0
US,113,1,3,male,1,15,right,7,1,white or indigenous,no,never,1,Windows,Microsoft Internet Explorer,1024,768,4,230,8,30,1,9,14,0,1
US,135,1,2,female,1,15,right,6,1,black,no,never,3,Windows,Chrome,1024,768,50,168,16,20,17,5,28,4,8
SI,403,4,3,female,2,26,right,2,1,white or indigenous,yes,never,5,Windows,Chrome,1366,768,20,537,10,5,18,15,25,-17,7
US,180,1,2,female,1,17,right,4,3,white or indigenous,no,never,2,Windows,Chrome,1280,1024,5,285,9,17,17,4,16,-13,6
US,124,1,3,female,1,15,right,4,5,white or indigenous,NA,never,4,Windows,Chrome,1280,1024,3,175,11,30,5,1,16,9,5
PH,151,3,1,female,2,24,right,4,1,asian,yes,currently,1,Windows,Chrome,1366,768,4,254,10,10,17,14,30,4,8
SE,341,2,2,female,2,25,right,2,2,white or indigenous,yes,never,3,Windows,Microsoft Internet Explorer,1280,1024,1166,402,2,21,24,0,25,14,7
BS,124,2,2,female,1,19,right,4,2,other,no,never,2,iOS,Safari,768,1024,21,144,-13,34,0,-3,28,7,10
IN,292,1,3,female,2,15,right,8,1,asian,no,never,2,Linux,Chrome,320,480,14757,522,1,24,12,-4,25,6,0
VN,259,2,2,male,2,21,right,0,1,asian,yes,never,2,Windows,Chrome,1366,768,4,208,0,15,3,9,14,-5,7
US,128,1,2,male,1,16,left,9,1,white or indigenous,no,never,1,Windows,Chrome,1080,720,48,334,6,19,16,19,25,-4,8
US,153,2,2,male,1,17,right,9,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,38,471,10,23,-3,1,30,2,0
MA,858,4,3,female,2,21,right,10,1,arab,no,never,0,Windows,Chrome,1280,800,8,482,2,19,10,0,15,5,0
CA,186,1,1,female,1,17,right,12,1,white or indigenous,no,never,4,ChromeOS,Chrome,1366,768,3,204,7,36,21,3,21,9,5
US,232,3,2,male,1,52,right,5,1,white or indigenous,yes,currently,4,iOS,Safari,768,1024,16,245,6,23,17,6,21,-1,10
MY,252,2,3,female,2,19,right,12,1,asian,no,never,4,Linux,AndroidBrowser,720,1280,10,195,-7,36,16,16,16,3,6
IE,232,2,3,male,1,15,right,4,5,white or indigenous,no,never,3,Windows,Chrome,1024,768,3,265,8,25,14,20,22,-16,9
US,134,1,3,male,1,17,left,4,1,white or indigenous,no,never,2,iOS,Safari,768,1024,9,252,-13,0,6,10,25,-3,4
US,136,2,2,female,1,18,right,4,1,white or indigenous,yes,never,3,iOS,Safari,768,1024,7,163,20,8,24,21,28,-15,6
US,180,1,2,male,1,17,right,4,1,white or indigenous,no,never,5,iOS,Safari,768,1024,44,296,8,14,9,0,20,2,7
US,144,1,3,female,2,17,right,4,1,other,no,never,5,iOS,Safari,768,1024,4,154,0,30,13,2,15,7,8
US,69,2,1,female,1,17,right,12,0,white or indigenous,no,never,2,iOS,Safari,768,1024,5,140,15,14,18,26,28,0,5
IE,182,1,1,male,1,15,right,4,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,4,196,-5,11,16,0,21,3,4
ID,133,3,3,female,2,22,right,1,3,other,yes,never,2,Windows,Chrome,1366,768,9,134,15,12,20,-1,32,-7,3
DE,105,4,3,female,2,38,right,2,1,white or indigenous,yes,currently,1,iOS,Safari,768,1024,3,133,9,25,8,11,32,-2,9
PH,219,3,3,female,2,18,right,4,1,asian,no,never,3,Linux,Chrome,320,570,5,268,-4,7,12,1,19,-2,9
EU,423,2,3,female,2,44,right,4,1,white or indigenous,no,currently,2,Windows,Microsoft Internet Explorer,1280,1024,84,261,1,14,18,12,13,-13,12
US,130,3,2,male,1,40,right,7,1,white or indigenous,yes,currently,1,Windows,Microsoft Internet Explorer,1391,783,3,154,11,16,13,19,30,-6,3
GB,214,2,1,male,1,16,right,1,1,white or indigenous,no,never,2,iOS,Safari,768,1024,9,137,-6,11,22,16,24,7,9
US,141,2,3,male,2,22,right,1,1,white or indigenous,no,never,1,Macintosh,Chrome,1920,1080,2,515,10,27,9,4,24,5,8
IN,394,4,3,female,2,22,right,4,1,asian,no,never,3,Windows,Firefox,1366,768,15,515,11,15,20,17,22,-11,9
DE,359,2,1,male,2,28,left,1,1,white or indigenous,no,never,2,Windows,Firefox,1920,1200,73,178,-7,23,10,7,24,-1,13
US,307,1,3,male,1,17,right,2,1,white or indigenous,no,never,2,Macintosh,Safari,1280,800,62,296,-6,27,17,5,24,4,6
GB,152,2,3,male,1,15,right,1,1,white or indigenous,no,never,4,iOS,Safari,768,1024,9,147,-6,24,17,-1,7,6,7
US,336,3,2,male,1,24,right,7,1,black,yes,never,3,Windows,Chrome,1920,1080,2,198,0,9,19,16,27,-1,10
IN,268,3,1,male,2,38,right,8,1,asian,no,currently,4,Windows,Chrome,1024,768,33,214,-1,26,13,6,14,-1,9
AU,115,3,1,female,1,28,right,2,2,white or indigenous,yes,currently,2,Windows,Chrome,2560,1440,3,154,-1,20,20,5,28,-9,3
GB,289,2,2,male,1,17,right,1,1,white or indigenous,no,never,3,Windows,Chrome,1024,768,1,414,-7,35,14,1,20,20,10
US,117,3,3,female,1,23,right,6,1,black,no,never,9,Macintosh,Safari,1920,1080,4,426,2,3,26,14,19,-13,10
GB,117,3,1,male,1,27,right,7,1,white or indigenous,no,never,0,Windows,Firefox,1440,900,2,336,-7,27,1,15,21,-1,7
GB,148,4,1,female,1,27,right,7,1,white or indigenous,no,currently,0,Windows,Chrome,1680,1050,195,124,-6,10,16,9,18,-6,5
SG,173,1,3,female,1,13,both,1,0,asian,no,never,2,Macintosh,Safari,1440,900,2,103,-3,33,-7,-4,11,2,4
SE,176,3,2,male,2,31,right,2,1,white or indigenous,yes,never,3,Windows,Chrome,1600,900,108,196,2,9,1,-3,27,5,11
GB,258,4,3,male,1,46,right,6,1,white or indigenous,yes,currently,2,Windows,Chrome,1920,1080,5,302,6,12,20,9,23,-8,13
US,244,2,3,male,1,53,right,7,5,white or indigenous,yes,previously,2,Windows,Chrome,1366,768,34,193,-3,21,9,7,15,-3,9
US,186,2,3,male,1,14,right,4,4,white or indigenous,no,never,1,ChromeOS,Chrome,1366,768,59,186,-11,3,5,22,20,-10,9
IN,730,2,3,male,2,18,right,8,1,asian,no,never,1,Linux,Chrome,360,640,35,571,-1,2,6,18,15,-10,1
MY,216,4,2,female,2,23,left,10,1,asian,no,never,4,Windows,Microsoft Internet Explorer,1366,768,46,145,-15,24,13,2,20,2,9
US,163,2,2,female,1,17,right,2,1,asian,no,never,1,ChromeOS,Chrome,1366,768,5,157,-7,32,8,10,25,7,7
US,634,2,2,female,1,47,right,7,1,white or indigenous,no,previously,1,iOS,Safari,375,667,286,293,17,5,24,20,14,-14,8
US,299,4,1,male,2,22,right,10,1,asian,yes,never,5,Unknown,Opera,218,189,107,371,9,12,17,18,20,-16,8
US,238,2,3,male,2,31,right,2,1,white or indigenous,yes,never,1,Windows,Opera,1360,768,13,283,0,23,8,5,29,12,10
GB,194,3,2,female,1,34,right,1,1,white or indigenous,yes,never,4,Windows,Microsoft Internet Explorer,1600,900,30,213,5,19,22,12,25,-8,11
US,136,2,3,female,1,45,right,7,3,white or indigenous,yes,never,3,Windows,Chrome,1920,1080,10,165,3,19,13,10,21,-14,12
IN,825,1,3,female,2,15,right,8,1,asian,no,never,3,Linux,Chrome,320,534,22,1143,-5,26,20,-1,22,-2,5
PH,225,4,3,female,2,26,right,7,1,asian,yes,currently,2,Linux,Chrome,360,640,550,211,-6,6,17,-5,9,-3,8
AE,168,3,3,female,2,21,right,7,1,asian,no,never,2,Macintosh,Safari,1440,900,16,182,-3,23,16,9,23,-11,6
US,130,3,1,male,1,24,right,12,1,white or indigenous,yes,never,2,Macintosh,Chrome,1280,800,8,166,-5,26,13,9,25,-7,10
CA,388,4,3,female,1,22,left,12,1,black,no,never,7,Windows,Microsoft Internet Explorer,1920,1080,3,346,6,3,17,11,22,-19,2
CA,261,2,1,female,1,13,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1366,768,32,174,-20,20,-6,11,20,8,-4
US,117,1,3,male,1,17,right,5,1,white or indigenous,no,never,6,Windows,Chrome,1280,1024,6,127,7,25,23,1,28,9,6
US,262,3,3,female,1,42,right,4,1,white or indigenous,yes,previously,4,Linux,AndroidBrowser,600,1024,24,181,7,20,0,-1,16,-1,4
US,163,2,3,male,1,16,right,10,1,black,no,never,4,iOS,Safari,768,1024,42,183,17,20,11,9,28,13,8
US,167,2,3,male,1,18,right,5,3,white or indigenous,no,never,7,iOS,ChromeiOS,320,568,7,238,-7,11,18,0,12,14,8
US,220,4,3,male,2,41,right,8,1,asian,no,never,1,Windows,Opera,1366,768,28,406,-16,26,0,26,25,-11,10
IN,220,4,3,male,2,39,right,8,1,asian,no,currently,4,Windows,Microsoft Internet Explorer,1440,900,117,320,3,16,9,15,18,-7,7
US,97,4,2,female,1,27,left,12,4,white or indigenous,yes,never,2,Windows,Chrome,1920,1080,2,102,3,15,20,3,31,6,9
HK,428,2,3,male,2,20,right,2,1,asian,yes,never,1,Windows,Chrome,1366,768,24,498,-2,12,11,18,18,1,7
US,112,3,2,male,1,35,left,3,1,white or indigenous,yes,never,2,Windows,Firefox,1680,1050,3,133,-20,23,7,-3,28,3,13
SE,112,3,3,female,2,25,right,1,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,6,193,10,28,19,17,19,-16,7
RO,404,4,3,female,2,25,right,2,2,white or indigenous,yes,never,1,Windows,Chrome,1366,768,60,246,-15,15,-9,8,29,11,11
CN,331,3,3,male,1,22,right,2,1,white or indigenous,no,never,3,Windows,Chrome,0,0,20,428,6,5,21,-1,29,3,10
GB,205,3,1,female,1,22,right,12,2,white or indigenous,no,never,2,Windows,Chrome,1366,768,9,193,15,27,21,7,23,-8,6
US,117,3,2,female,1,20,right,6,1,white or indigenous,yes,never,4,Windows,Microsoft Internet Explorer,1920,1080,26,174,9,10,24,22,18,-13,9
PH,119,3,2,female,2,22,right,4,1,asian,yes,never,3,Windows,Chrome,1366,768,75,143,-18,19,14,10,31,-9,8
US,162,3,3,male,1,25,right,1,1,white or indigenous,yes,never,2,Windows,Chrome,1280,800,26,222,-3,8,19,21,29,-10,7
US,212,4,3,female,1,61,left,6,1,white or indigenous,yes,currently,5,iOS,Safari,768,1024,35,222,3,13,19,6,19,-7,10
IT,168,1,1,female,1,16,right,6,1,white or indigenous,no,never,7,Windows,Chrome,1366,768,12,151,-11,21,2,19,31,-13,11
SG,179,2,3,female,2,18,right,6,1,asian,no,never,2,Linux,Chrome,320,534,7,235,-5,22,6,-2,15,9,10
CN,180,3,1,female,1,22,right,7,1,white or indigenous,no,never,2,Windows,Chrome,0,0,7,150,-1,35,20,19,29,-8,10
US,144,3,2,female,1,21,right,4,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,3,151,17,16,24,0,30,3,5
US,112,4,1,female,1,57,left,6,1,white or indigenous,yes,currently,5,Windows,Microsoft Internet Explorer,1366,768,21,144,5,10,22,12,17,-2,6
US,350,4,3,female,2,23,right,8,1,asian,no,never,2,Unknown,Opera,240,270,13,408,-4,25,10,14,26,-2,8
JP,202,4,3,male,2,28,right,8,1,asian,yes,never,2,Windows,Chrome,1366,768,125,232,20,18,23,2,26,5,3
US,197,3,3,female,1,38,right,7,1,white or indigenous,yes,currently,3,Windows,Microsoft Internet Explorer,1440,900,50,276,14,23,21,7,17,-4,8
US,155,4,2,male,1,22,right,7,1,white or indigenous,yes,never,2,Windows,Chrome,1920,1080,4,209,3,6,19,21,17,-9,9
US,341,2,3,female,1,15,right,4,1,white or indigenous,no,never,4,iOS,Safari,768,1024,31,573,-12,26,17,14,12,-2,7
US,226,1,3,female,1,18,right,7,1,white or indigenous,no,never,2,Macintosh,Chrome,1440,900,685,212,-10,14,18,11,21,-11,9
US,193,3,3,male,1,55,right,7,1,white or indigenous,no,currently,4,Macintosh,Safari,1440,900,64,216,0,8,12,11,19,-9,8
US,281,1,2,female,1,15,right,7,1,white or indigenous,no,never,2,iOS,Safari,375,667,15,271,20,20,-12,0,10,16,3
US,92,4,1,female,1,40,right,1,1,white or indigenous,yes,previously,5,Macintosh,Chrome,1440,900,3,120,-9,22,23,2,28,-6,13
GB,261,2,3,female,1,18,right,2,1,white or indigenous,no,never,2,Linux,Chrome,360,640,57,272,4,32,16,5,23,-5,8
US,241,3,2,female,2,27,right,4,1,other,yes,never,3,ChromeOS,Chrome,1366,768,7,743,-3,9,20,16,24,-18,7
US,137,2,1,female,1,18,right,7,1,white or indigenous,no,never,2,Macintosh,Chrome,1366,768,10,141,11,30,24,19,24,-12,8
US,146,2,1,female,1,17,right,12,1,white or indigenous,no,never,3,Macintosh,Chrome,1366,768,9,234,-12,26,10,15,28,5,8
US,185,2,2,female,1,18,right,12,1,white or indigenous,no,never,2,Macintosh,Chrome,1366,768,4,248,0,31,19,17,18,-2,9
A1,170,2,1,male,1,17,right,7,1,white or indigenous,no,never,3,Macintosh,Chrome,1366,768,13,216,11,22,11,6,29,-1,9
US,212,2,3,female,1,56,right,7,1,black,yes,currently,2,Windows,Firefox,1600,900,16,207,1,14,14,12,13,-12,10
US,277,2,2,male,1,18,right,6,1,white or indigenous,no,never,4,Macintosh,Safari,1366,768,7,190,-6,15,16,-4,31,-2,13
SI,322,4,3,female,2,34,left,4,1,white or indigenous,yes,currently,2,Windows,Chrome,1680,1050,51,211,1,20,23,16,26,-9,11
FR,297,2,3,male,2,39,right,1,1,white or indigenous,yes,never,3,Windows,Firefox,1920,1080,4,882,-17,12,8,15,26,8,11
US,130,2,2,female,1,15,right,2,1,white or indigenous,no,never,3,Windows,Chrome,1280,1024,2,140,1,28,16,-10,17,16,5
US,114,4,2,female,1,38,right,12,1,white or indigenous,yes,currently,2,Windows,Chrome,1366,768,8,122,-11,22,9,22,14,-13,12
IN,367,4,2,male,1,41,right,8,2,asian,yes,currently,1,Windows,Firefox,1600,900,57,250,2,24,15,20,20,-12,8
US,119,1,2,female,1,16,right,1,2,white or indigenous,no,never,3,Macintosh,Chrome,1280,800,2,186,2,26,1,4,24,8,11
US,142,1,2,other,1,16,right,1,5,other,no,never,3,Windows,Chrome,1366,768,24,459,2,35,15,-10,23,18,8
GB,201,3,2,male,2,29,left,2,4,white or indigenous,no,never,2,Windows,Chrome,1680,1050,1225,120,-7,18,13,6,23,-16,12
CA,160,3,3,male,2,29,right,2,1,white or indigenous,yes,currently,2,Windows,Chrome,1280,1024,7,190,10,3,11,16,26,4,6
US,132,1,3,male,1,17,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,29,172,-3,15,2,5,17,-3,8
US,235,4,2,male,2,45,right,6,1,white or indigenous,no,currently,4,Windows,Chrome,1366,768,389,216,2,10,16,16,19,-15,7
US,163,2,3,female,1,15,right,7,1,white or indigenous,no,never,3,ChromeOS,Chrome,1366,768,6,165,-7,30,24,8,19,-1,-5
US,145,2,3,female,2,19,right,4,1,white or indigenous,no,never,2,Windows,Chrome,1600,1200,784,263,-10,24,11,8,27,-7,11
US,137,2,3,female,1,21,right,7,1,black,yes,never,4,Linux,Chrome,1280,800,2,204,-11,0,22,7,21,1,6
GB,339,3,3,female,2,20,right,7,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,4,232,16,17,26,-1,24,6,9
US,135,3,2,female,1,21,right,12,1,black,no,never,1,Windows,Microsoft Internet Explorer,1920,1080,26,157,4,14,19,15,18,-8,7
US,434,1,1,male,2,17,right,11,4,asian,no,never,4,Windows,Chrome,1680,1050,30,213,-2,19,6,9,19,-5,10
US,139,1,2,female,2,17,both,12,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,9,184,-6,18,12,14,17,0,9
CA,148,2,1,male,2,21,right,7,1,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1920,1080,9,165,3,6,16,11,16,-13,7
US,268,2,3,male,1,17,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,85,333,6,19,6,11,23,7,9
US,296,1,2,male,2,16,right,2,1,other,no,never,5,Windows,Chrome,1680,1050,4,293,8,10,15,-4,19,6,10
IN,234,4,3,male,2,23,right,8,1,asian,no,never,3,Windows,Chrome,1366,768,11,231,-3,19,3,18,14,-6,8
US,119,3,3,female,1,22,right,1,1,other,no,never,4,Macintosh,Chrome,1280,800,2489,245,-4,26,5,5,24,-3,8
MY,236,3,1,female,2,20,right,10,1,asian,no,never,5,Linux,Chrome,360,640,8,210,-10,19,6,4,14,-1,8
CA,126,2,3,male,1,17,right,7,1,other,no,never,1,Linux,Chrome,360,640,12,208,-3,10,10,5,18,0,3
US,225,2,3,female,1,19,right,4,1,white or indigenous,no,never,3,iOS,Safari,320,480,30,211,-1,16,24,5,22,-5,3
US,164,2,2,female,1,20,right,1,5,white or indigenous,yes,never,4,iOS,Safari,320,568,5,151,-5,19,25,16,24,-15,9
US,144,2,2,female,1,21,right,2,2,white or indigenous,yes,never,2,Macintosh,Chrome,1920,1200,15,176,-14,20,18,11,22,-6,7
US,202,2,2,male,1,20,right,4,1,white or indigenous,yes,never,3,iOS,Safari,768,1024,16,178,-14,23,6,21,25,-7,9
DE,182,3,3,female,2,26,right,1,1,white or indigenous,no,never,4,Windows,Chrome,1366,768,13,200,1,30,17,16,27,-8,9
TW,619,4,3,female,2,28,left,1,3,asian,yes,never,2,Macintosh,Safari,1440,900,9,424,12,9,3,16,31,-6,3
GB,133,2,3,female,1,19,left,6,1,white or indigenous,yes,never,1,Windows,Chrome,1920,1080,2,172,4,30,5,12,30,-5,8
HR,159,2,2,female,2,16,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,14,215,-7,24,3,12,12,-2,3
US,106,2,2,male,1,19,right,7,1,black,no,never,3,Windows,Microsoft Internet Explorer,1280,1024,4,137,-2,21,10,10,26,6,5
NZ,201,0,3,female,1,15,right,12,0,other,no,NA,4,iOS,Safari,320,568,37,186,-8,31,14,6,9,4,6
US,397,1,2,female,1,13,right,7,1,black,no,never,2,Windows,Microsoft Internet Explorer,1366,768,8,204,14,17,19,8,23,-8,9
AU,185,2,1,male,1,31,right,1,1,white or indigenous,yes,currently,4,iOS,Safari,375,667,44,161,-7,20,18,4,21,4,9
US,263,4,2,female,1,23,right,6,1,asian,no,never,3,Windows,Chrome,1366,768,13,220,1,11,23,8,20,-8,10
US,156,4,2,male,1,60,right,6,1,white or indigenous,no,currently,3,Macintosh,Chrome,1440,900,63,188,-8,-1,7,20,25,-13,12
US,235,4,2,male,1,18,right,1,1,white or indigenous,no,never,3,Windows,Chrome,1920,1080,3,498,-5,9,18,13,21,-13,5
US,101,4,1,female,1,33,right,6,1,white or indigenous,yes,currently,3,Windows,Chrome,1280,1024,3,113,20,9,-5,14,31,-14,4
US,186,2,3,female,1,17,right,6,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1024,600,6,244,-9,37,10,4,16,4,9
US,101,2,2,female,1,20,right,1,1,white or indigenous,no,never,3,Macintosh,Firefox,1440,900,23,111,-6,12,24,6,23,-8,5
US,145,3,2,male,1,33,right,6,1,white or indigenous,yes,never,1,Windows,Chrome,1366,768,4,146,4,16,6,5,26,-10,7
DK,165,3,3,female,2,23,right,1,1,white or indigenous,no,never,4,Windows,Chrome,1366,768,3,212,0,23,11,9,20,-4,6
GB,199,4,2,female,1,48,right,12,1,white or indigenous,no,previously,2,Macintosh,Chrome,1280,800,15,259,4,22,24,14,27,6,2
IE,287,2,1,male,1,19,right,4,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,10,249,2,22,17,-1,16,8,8
IN,137,4,3,female,2,21,right,8,4,asian,yes,never,2,Windows,Chrome,1366,768,3,141,11,22,21,9,23,-6,9
US,240,2,2,female,1,17,right,6,1,white or indigenous,no,never,1,Macintosh,Safari,1280,800,30,214,-4,15,16,12,27,-3,7
CA,136,3,2,male,2,40,right,2,1,white or indigenous,no,never,3,Windows,Chrome,1680,1050,12,168,18,22,21,18,25,-11,10
US,115,0,2,female,1,18,right,6,1,white or indigenous,no,NA,3,Windows,Chrome,1600,900,6,153,-8,25,1,8,16,-1,10
US,200,2,3,female,1,33,right,2,1,white or indigenous,no,currently,3,Macintosh,Chrome,1920,1080,252,201,-7,36,16,7,17,1,8
US,165,2,2,female,1,19,right,1,1,white or indigenous,no,never,3,Macintosh,Chrome,1280,800,15,410,-3,24,8,14,17,2,7
PK,206,1,3,female,1,15,right,10,1,asian,no,never,3,Macintosh,Safari,1280,800,32,163,8,27,19,3,24,-10,6
SA,189,3,3,male,1,28,right,10,1,arab,no,never,5,Windows,Microsoft Internet Explorer,1422,800,5,191,3,22,9,11,20,-1,2
US,215,1,2,female,1,16,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,9,262,-6,23,16,4,23,7,5
US,113,1,2,male,1,16,right,12,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,23,178,-5,24,17,12,20,4,7
US,175,2,3,male,1,17,right,2,1,white or indigenous,no,never,3,Windows,Chrome,1680,1050,2,226,13,-2,19,15,31,-18,9
US,172,1,3,male,1,16,right,4,1,white or indigenous,no,never,3,Windows,Chrome,1680,1050,3,239,12,5,19,9,25,-9,9
US,144,2,2,female,1,17,right,4,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,7,337,17,18,20,7,14,0,9
US,139,1,2,male,1,17,right,2,2,white or indigenous,no,never,1,Windows,Chrome,1680,1050,50,135,-8,27,11,9,31,5,10
US,168,2,3,male,1,17,right,0,1,white or indigenous,no,never,3,Windows,Chrome,1680,1050,3,298,9,19,9,12,20,-5,6
RO,201,2,3,female,2,17,right,7,5,white or indigenous,no,never,1,Windows,Chrome,1280,1024,3,298,-12,34,12,-2,10,10,8
US,237,1,2,male,1,17,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1680,1050,4,289,-4,10,15,6,23,-8,10
US,140,1,2,female,1,17,right,1,1,white or indigenous,no,never,3,Windows,Chrome,1680,1050,5,344,1,29,14,2,27,7,9
US,170,2,3,male,1,16,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,5,172,-7,25,15,9,24,-8,9
AE,621,3,3,female,2,23,right,10,1,arab,no,never,3,Windows,Chrome,1366,768,57565,524,-2,18,16,6,10,4,6
HR,131,2,3,male,2,24,left,4,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,7,173,7,12,10,16,25,-10,3
US,198,4,1,female,1,47,right,1,1,white or indigenous,yes,previously,2,Windows,Microsoft Internet Explorer,1366,768,8,236,-3,28,17,6,23,-11,13
US,201,1,3,female,2,16,right,9,2,white or indigenous,no,never,2,Linux,Chrome,360,640,6,210,8,26,21,-6,24,9,9
AT,133,2,1,female,2,20,right,0,4,white or indigenous,yes,never,3,Windows,Chrome,1366,768,4,132,1,27,2,12,25,16,6
RO,275,2,3,female,2,17,right,7,1,other,no,never,2,Linux,AndroidBrowser,800,1126,8,465,2,19,16,10,20,6,6
RO,288,1,3,female,2,16,left,4,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,15,335,-2,28,14,14,26,-8,13
TN,496,4,3,male,2,25,right,4,3,arab,yes,never,3,Windows,Firefox,1366,768,8,194,-11,33,8,12,32,-10,13
US,94,1,2,female,1,16,right,7,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,2,103,1,18,20,9,23,-1,8
IT,132,3,3,male,2,24,left,10,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,3,159,-8,26,16,7,20,5,9
US,128,3,1,female,1,25,right,6,1,white or indigenous,yes,never,3,Windows,Microsoft Internet Explorer,1920,1080,3,171,19,0,20,-2,30,11,5
US,261,2,1,female,1,39,right,12,2,white or indigenous,no,previously,2,Linux,Chrome,360,640,8,275,-14,8,13,11,21,-6,8
US,137,2,3,female,1,18,right,9,1,white or indigenous,no,never,1,Windows,Chrome,1280,1024,2,160,-3,23,24,12,24,-3,6
US,288,2,3,female,1,42,right,7,1,white or indigenous,yes,currently,3,Windows,Chrome,1360,768,55,211,-11,14,14,15,9,-8,9
US,124,1,2,female,1,17,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1920,1080,11,145,-1,26,17,1,24,3,6
US,447,2,3,male,1,22,right,12,1,other,no,never,3,iOS,Safari,375,667,3,333,6,13,12,7,24,1,4
US,168,2,3,female,1,18,right,1,1,white or indigenous,no,never,4,Windows,Chrome,1920,1080,19,287,0,11,19,16,21,-4,8
US,115,2,2,female,1,17,left,7,3,white or indigenous,no,never,2,Windows,Chrome,1920,1080,10,152,-9,23,13,26,14,-9,6
US,165,1,2,female,1,16,right,4,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,2,189,-12,32,16,2,9,9,7
US,149,1,1,female,1,16,right,4,1,other,no,never,3,Windows,Microsoft Internet Explorer,1920,1080,4,165,16,16,19,16,26,-7,7
US,185,2,3,female,1,16,right,12,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1920,1080,3,156,11,17,20,-1,29,11,3
US,313,1,3,female,2,17,right,8,1,other,no,never,1,Windows,Chrome,1920,1080,3,262,16,22,20,-1,24,0,5
US,157,2,1,female,1,18,right,12,2,white or indigenous,no,never,1,Windows,Chrome,1920,1080,5,137,16,10,23,2,26,-7,4
US,176,1,1,male,1,16,left,1,1,white or indigenous,no,never,1,Windows,Chrome,1920,1080,29,141,5,19,16,18,28,-15,6
US,193,3,2,male,1,58,right,4,1,white or indigenous,no,currently,4,Windows,Firefox,1280,800,1106,235,11,14,21,12,17,-12,7
US,761,4,1,male,1,51,right,3,1,white or indigenous,yes,currently,2,Windows,Chrome,1600,900,2,307,17,4,23,2,30,-9,10
