subject,trialNumber,product_A,product_B,response,attention
sona-24725,52,athletic clothes,detergent,1,0
sona-24725,53,books,chocolate,106,0
sona-24725,54,jacket,video games,211,0
sona-24476,0,camera,smart phone,1e3,0
sona-24476,1,headphones,shoes,1e3,0
sona-24476,2,backpack,bicycle,1,0
sona-24476,3,books,sunglasses,1e3,0
sona-24476,4,calculator,bicycle,1e3,0
sona-24476,5,basketball,video games,1e3,0
sona-24476,6,desktop computer,earrings,8,0
sona-24476,7,shirt,computer keyboard,1,0
sona-24476,8,makeup foundation,glasses,1e3,0
sona-24476,9,yoga mat,jacket,1e3,0
sona-24476,10,guitar,wine,1,0
sona-24476,11,swimming suit,camera,1e3,0
sona-24476,12,books,video games,1e3,0
sona-24476,13,shoes,necklace,1,0
sona-24476,14,coffee,necklace,1e3,0
sona-24476,15,bicycle,camera,1e3,0
sona-24476,16,books,earphones,1e3,0
sona-24476,17,shirt,watch,1,0
sona-24476,18,basketball,granola bar,1,1
sona-24476,19,earphones,wine,1,0
sona-24476,20,swimming suit,video games,1e3,0
sona-24476,21,athletic clothes,camera,1e3,0
sona-24476,22,basketball,bicycle,1e3,0
sona-24476,23,calculator,glasses,1e3,0
sona-24476,24,coffee,glasses,1e3,0
sona-24476,25,detergent,skateboard,1e3,0
sona-24476,26,athletic clothes,socks,1,0
sona-24476,27,watch,athletic clothes,1,0
sona-24476,28,granola bar,chocolate,1,0
sona-24476,29,purse,sunglasses,1,0
sona-24476,30,earrings,socks,1,0
sona-24476,31,scarf,pencil,1,0
sona-24476,32,swimming suit,wine,997,0
sona-24476,33,paper notebook,baseball cap,1e3,0
sona-24476,34,earphones,computer keyboard,1,0
sona-24476,35,basketball,earrings,6,0
sona-24476,36,watch,pencil,1,1
sona-24476,37,smart phone,wine,1,0
sona-24476,38,basketball,water bottle,1,0
sona-24476,39,water bottle,band-aid,1,0
sona-24476,40,glasses,baseball cap,1,0
sona-24476,41,books,backpack,1e3,0
sona-24476,42,headphones,wallet,1,0
sona-24476,43,glasses,backpack,993,0
sona-24476,44,tie,chocolate,1,0
sona-24476,45,guitar,calculator,1,0
sona-24476,46,necklace,jacket,1e3,0
sona-24476,47,camera,pencil,1,0
sona-24476,48,headphones,dress,1e3,0
sona-24476,49,calculator,lipstick,1e3,0
sona-24476,50,earphones,smart phone,1e3,0
sona-24476,51,swimming suit,beanie,1,0
sona-24476,52,water bottle,dishes,1,0
sona-24476,53,lipstick,skateboard,1,0
sona-24476,54,shirt,concert tickets,1e3,0
sona-24425,0,pants,sunglasses,264,0
sona-24425,1,skateboard,swimming suit,800,0
sona-24425,2,pen,basketball,786,0
sona-24425,3,bicycle,swimming suit,208,0
sona-24425,4,desktop computer,tie,777,0
sona-24425,5,glasses,pen,44,0
sona-24425,6,glasses,beanie,170,0
sona-24425,7,baseball cap,camera,109,0
sona-24425,8,tie,sunglasses,41,0
sona-24425,9,band-aid,glasses,956,0
sona-24425,10,coffee,detergent,383,0
sona-24425,11,watch,bicycle,197,0
sona-24425,12,wallet,purse,870,0
sona-24425,13,pencil,tie,879,0
sona-24425,14,purse,shirt,856,0
sona-24425,15,dishes,scarf,581,0
sona-24425,16,basketball,scarf,358,0
sona-24425,17,shoes,basketball,200,0
sona-24425,18,car,camera,342,1
sona-24425,19,scarf,sunglasses,671,0
sona-24425,20,napkin,tie,666,0
sona-24425,21,socks,basketball,729,0
sona-24425,22,laptop,purse,285,0
sona-24425,23,makeup foundation,detergent,293,0
sona-24425,24,cooking pot,pants,682,0
sona-24425,25,wine,granola bar,276,0
sona-24425,26,glasses,cooking pot,292,0
sona-24425,27,necklace,pants,284,0
sona-24425,28,granola bar,sunglasses,712,0
sona-24425,29,athletic clothes,cooking pot,339,0
sona-24425,30,chocolate,makeup foundation,710,0
sona-24425,31,car,detergent,173,0
sona-24425,32,yoga mat,chocolate,370,0
sona-24425,33,band-aid,athletic clothes,680,0
sona-24425,34,paper notebook,granola bar,275,0
sona-24425,35,shoes,pen,211,0
sona-24425,36,swimming suit,granola bar,244,1
sona-24425,37,swimming suit,detergent,210,0
sona-24425,38,earphones,sunglasses,724,0
sona-24425,39,books,detergent,272,0
sona-24425,40,video games,concert tickets,651,0
sona-24425,41,earphones,pants,697,0
sona-24425,42,guitar,headphones,707,0
sona-24425,43,purse,basketball,323,0
sona-24425,44,books,coffee,284,0
sona-24425,45,pen,ring,741,0
sona-24425,46,band-aid,laptop,648,0
sona-24425,47,jacket,sunglasses,762,0
sona-24425,48,laptop,coffee,279,0
sona-24425,49,video games,sunglasses,777,0
sona-24425,50,baseball cap,socks,334,0
sona-24425,51,dishes,coffee,671,0
sona-24425,52,pants,shirt,657,0
sona-24425,53,basketball,makeup foundation,651,0
sona-24425,54,headphones,granola bar,349,0
sona-24322,0,pen,headphones,1e3,0
sona-24322,1,backpack,tie,265,0
sona-24322,2,water bottle,cooking pot,127,0
sona-24322,3,car,band-aid,1,0
sona-24322,4,laptop,water bottle,71,0
sona-24322,5,ring,guitar,1,0
sona-24322,6,camera,pen,1,0
sona-24322,7,computer keyboard,wallet,620,0
sona-24322,8,socks,skateboard,193,0
sona-24322,9,car,shoes,161,0
sona-24322,10,dress,granola bar,174,0
sona-24322,11,skateboard,computer keyboard,128,0
sona-24322,12,ring,desktop computer,669,0
sona-24322,13,shirt,shoes,874,0
sona-24322,14,video games,granola bar,140,0
sona-24322,15,shirt,band-aid,34,0
sona-24322,16,earphones,headphones,890,0
sona-24322,17,glasses,dishes,126,0
sona-24322,18,socks,coffee,162,1
sona-24322,19,concert tickets,wine,149,0
sona-24322,20,glasses,swimming suit,829,0
sona-24322,21,smart phone,headphones,132,0
sona-24322,22,paper notebook,guitar,773,0
sona-24322,23,band-aid,paper notebook,792,0
sona-24322,24,beanie,watch,898,0
sona-24322,25,socks,athletic clothes,922,0
sona-24322,26,concert tickets,skateboard,117,0
sona-24322,27,car,dress,181,0
sona-24322,28,laptop,jacket,199,0
sona-24322,29,baseball cap,pencil,167,0
sona-24322,30,smart phone,band-aid,177,0
sona-24322,31,purse,coffee,191,0
sona-24322,32,jacket,baseball cap,826,0
sona-24322,33,concert tickets,chocolate,105,0
sona-24322,34,watch,napkin,70,0
sona-24322,35,coffee,lipstick,116,0
sona-24322,36,books,scarf,180,1
sona-24322,37,wallet,detergent,199,0
sona-24322,38,earrings,watch,851,0
sona-24322,39,ring,dishes,96,0
sona-24322,40,water bottle,wine,62,0
sona-24322,41,band-aid,wallet,794,0
sona-24322,42,makeup foundation,video games,771,0
sona-24322,43,earphones,napkin,248,0
sona-24322,44,laptop,cooking pot,96,0
sona-24322,45,band-aid,sunglasses,781,0
sona-24322,46,socks,ring,730,0
sona-24322,47,athletic clothes,pants,255,0
sona-24322,48,laptop,napkin,209,0
sona-24322,49,laptop,baseball cap,120,0
sona-24322,50,laptop,wine,177,0
sona-24322,51,computer keyboard,headphones,787,0
sona-24322,52,bicycle,desktop computer,773,0
sona-24322,53,makeup foundation,napkin,216,0
sona-24322,54,jacket,earrings,860,0
sona-24272,0,chocolate,skateboard,952,0
sona-24272,1,band-aid,yoga mat,795,0
sona-24272,2,backpack,chocolate,129,0
sona-24272,3,pen,detergent,136,0
sona-24272,4,bicycle,baseball cap,868,0
sona-24272,5,pencil,headphones,835,0
sona-24272,6,dishes,ring,830,0
sona-24272,7,pencil,guitar,869,0
sona-24272,8,headphones,ring,855,0
sona-24272,9,glasses,tie,1,0
sona-24272,10,camera,bicycle,1,0
sona-24272,11,wine,baseball cap,965,0
sona-24272,12,ring,socks,216,0
sona-24272,13,books,beanie,850,0
sona-24272,14,smart phone,baseball cap,57,0
sona-24272,15,band-aid,baseball cap,839,0
sona-24272,16,headphones,napkin,178,0
sona-24272,17,books,paper notebook,133,0
sona-24272,18,video games,wallet,857,1
sona-24272,19,ring,earphones,129,0
sona-24272,20,laptop,baseball cap,780,0
sona-24272,21,calculator,yoga mat,820,0
sona-24272,22,chocolate,band-aid,729,0
sona-24272,23,athletic clothes,baseball cap,123,0
sona-24272,24,computer keyboard,necklace,885,0
sona-24272,25,dishes,detergent,832,0
sona-24272,26,beanie,smart phone,781,0
sona-24272,27,calculator,purse,851,0
sona-24272,28,pants,swimming suit,837,0
sona-24272,29,camera,coffee,3,0
sona-24272,30,makeup foundation,shoes,823,0
sona-24272,31,calculator,guitar,789,0
sona-24272,32,athletic clothes,calculator,41,0
sona-24272,33,water bottle,tie,140,0
sona-24272,34,computer keyboard,baseball cap,876,0
sona-24272,35,granola bar,watch,817,0
sona-24272,36,backpack,dishes,194,1
sona-24272,37,necklace,jacket,202,0
sona-24272,38,guitar,paper notebook,152,0
sona-24272,39,baseball cap,watch,120,0
sona-24272,40,shirt,band-aid,131,0
sona-24272,41,athletic clothes,detergent,126,0
sona-24272,42,earrings,socks,143,0
sona-24272,43,books,glasses,852,0
sona-24272,44,bicycle,coffee,209,0
sona-24272,45,shoes,watch,85,0
sona-24272,46,beanie,tie,121,0
sona-24272,47,baseball cap,purse,140,0
sona-24272,48,basketball,cooking pot,130,0
sona-24272,49,detergent,coffee,857,0
sona-24272,50,lipstick,backpack,142,0
sona-24272,51,scarf,makeup foundation,879,0
sona-24272,52,water bottle,backpack,865,0
sona-24272,53,pants,camera,850,0
sona-24272,54,tie,socks,143,0
sona-24133,0,baseball cap,earrings,1e3,0
sona-24133,1,guitar,wallet,246,0
sona-24133,2,sunglasses,ring,1e3,0
sona-24133,3,shirt,yoga mat,1,0
sona-24133,4,beanie,earphones,697,0
sona-24133,5,ring,cooking pot,1,0
sona-24133,6,wallet,tie,365,0
sona-24133,7,sunglasses,smart phone,726,0
sona-24133,8,smart phone,watch,712,0
sona-24133,9,earrings,basketball,1,0
sona-24133,10,pencil,ring,954,0
sona-24133,11,basketball,ring,1e3,0
sona-24133,12,necklace,athletic clothes,133,0
sona-24133,13,dishes,laptop,804,0
sona-24133,14,band-aid,basketball,609,0
sona-24133,15,coffee,guitar,768,0
sona-24133,16,beanie,video games,708,0
sona-24133,17,necklace,coffee,42,0
sona-24133,18,water bottle,chocolate,1e3,1
sona-24133,19,scarf,pants,751,0
sona-24133,20,pants,guitar,784,0
sona-24133,21,coffee,wallet,760,0
sona-24133,22,bicycle,guitar,754,0
sona-24133,23,socks,headphones,784,0
sona-24133,24,concert tickets,yoga mat,390,0
sona-24133,25,athletic clothes,books,787,0
sona-24133,26,makeup foundation,detergent,156,0
sona-24133,27,scarf,swimming suit,656,0
sona-24133,28,paper notebook,smart phone,871,0
sona-24133,29,athletic clothes,pants,851,0
sona-24133,30,camera,pen,194,0
sona-24133,31,concert tickets,makeup foundation,177,0
sona-24133,32,concert tickets,baseball cap,166,0
sona-24133,33,glasses,paper notebook,154,0
sona-24133,34,baseball cap,headphones,765,0
sona-24133,35,guitar,calculator,124,0
sona-24133,36,sunglasses,watch,1e3,1
sona-24133,37,books,pencil,219,0
sona-24133,38,glasses,concert tickets,836,0
sona-24133,39,guitar,pencil,279,0
sona-24133,40,granola bar,baseball cap,808,0
sona-24133,41,earrings,purse,1,0
sona-24133,42,backpack,purse,666,0
sona-24133,43,granola bar,makeup foundation,683,0
sona-24133,44,wine,cooking pot,732,0
sona-24133,45,lipstick,yoga mat,338,0
sona-24133,46,books,shoes,803,0
sona-24133,47,sunglasses,car,996,0
sona-24133,48,concert tickets,shoes,809,0
sona-24133,49,necklace,headphones,23,0
sona-24133,50,skateboard,smart phone,797,0
sona-24133,51,sunglasses,wine,121,0
sona-24133,52,swimming suit,skateboard,185,0
sona-24133,53,basketball,cooking pot,231,0
sona-24133,54,jacket,watch,805,0
sona-23751,0,laptop,guitar,235,0
sona-23751,1,earphones,desktop computer,311,0
sona-23751,2,calculator,necklace,817,0
sona-23751,3,skateboard,concert tickets,807,0
sona-23751,4,paper notebook,wine,705,0
sona-23751,5,pencil,napkin,407,0
sona-23751,6,earrings,swimming suit,911,0
sona-23751,7,granola bar,dishes,466,0
sona-23751,8,car,pants,135,0
sona-23751,9,wine,athletic clothes,731,0
sona-23751,10,wallet,pen,83,0
sona-23751,11,video games,beanie,421,0
sona-23751,12,calculator,desktop computer,302,0
sona-23751,13,dishes,guitar,734,0
sona-23751,14,baseball cap,granola bar,405,0
sona-23751,15,smart phone,skateboard,156,0
sona-23751,16,ring,shoes,43,0
sona-23751,17,cooking pot,dishes,509,0
sona-23751,18,yoga mat,socks,1e3,1
sona-23751,19,athletic clothes,headphones,289,0
sona-23751,20,wallet,socks,351,0
sona-23751,21,bicycle,video games,641,0
sona-23751,22,necklace,watch,714,0
sona-23751,23,wallet,video games,135,0
sona-23751,24,backpack,athletic clothes,728,0
sona-23751,25,earrings,skateboard,370,0
sona-23751,26,pencil,desktop computer,551,0
sona-23751,27,ring,athletic clothes,738,0
sona-23751,28,scarf,desktop computer,410,0
sona-23751,29,scarf,sunglasses,965,0
sona-23751,30,smart phone,camera,280,0
sona-23751,31,cooking pot,desktop computer,819,0
sona-23751,32,camera,calculator,53,0
sona-23751,33,computer keyboard,guitar,780,0
sona-23751,34,bicycle,sunglasses,847,0
sona-23751,35,bicycle,shoes,970,0
sona-23751,36,glasses,headphones,1e3,1
sona-23751,37,necklace,pants,383,0
sona-23751,38,socks,concert tickets,728,0
sona-23751,39,lipstick,water bottle,380,0
sona-23751,40,wine,glasses,628,0
sona-23751,41,beanie,sunglasses,783,0
sona-23751,42,baseball cap,detergent,447,0
sona-23751,43,wine,desktop computer,211,0
sona-23751,44,camera,purse,837,0
sona-23751,45,video games,computer keyboard,237,0
sona-23751,46,yoga mat,calculator,446,0
sona-23751,47,car,skateboard,341,0
sona-23751,48,shoes,skateboard,273,0
sona-23751,49,band-aid,watch,838,0
sona-23751,50,dishes,backpack,739,0
sona-23751,51,earphones,detergent,289,0
sona-23751,52,shoes,wallet,277,0
sona-23751,53,dress,concert tickets,326,0
sona-23751,54,purse,pants,362,0
sona-23707,0,beanie,concert tickets,1e3,0
sona-23707,1,beanie,watch,1e3,0
sona-23707,2,pencil,glasses,1e3,0
sona-23707,3,desktop computer,wallet,1,0
sona-23707,4,computer keyboard,video games,1e3,0
sona-23707,5,beanie,swimming suit,1e3,0
sona-23707,6,camera,earrings,1e3,0
sona-23707,7,jacket,napkin,1,0
sona-23707,8,jacket,pants,1,0
sona-23707,9,backpack,dishes,1,0
sona-23707,10,bicycle,skateboard,1,0
sona-23707,11,shirt,chocolate,1,0
sona-23707,12,cooking pot,concert tickets,1e3,0
sona-23707,13,cooking pot,purse,1e3,0
sona-23707,14,detergent,books,1e3,0
sona-23707,15,athletic clothes,cooking pot,1,0
sona-23707,16,earphones,basketball,1,0
sona-23707,17,earphones,napkin,1,0
sona-23707,18,skateboard,socks,1,1
sona-23707,19,granola bar,makeup foundation,1e3,0
sona-23707,20,water bottle,smart phone,1e3,0
sona-23707,21,skateboard,pencil,1,0
sona-23707,22,desktop computer,backpack,1,0
sona-23707,23,beanie,pencil,1,0
sona-23707,24,bicycle,cooking pot,1,0
sona-23707,25,shoes,baseball cap,1,0
sona-23707,26,tie,chocolate,1,0
sona-23707,27,skateboard,wallet,1e3,0
sona-23707,28,necklace,concert tickets,1e3,0
sona-23707,29,calculator,coffee,1e3,0
sona-23707,30,guitar,concert tickets,1e3,0
sona-23707,31,lipstick,computer keyboard,1,0
sona-23707,32,paper notebook,water bottle,1e3,0
sona-23707,33,detergent,jacket,987,0
sona-23707,34,napkin,purse,988,0
sona-23707,35,band-aid,sunglasses,981,0
sona-23707,36,shoes,smart phone,47,1
sona-23707,37,concert tickets,dress,973,0
sona-23707,38,band-aid,laptop,992,0
sona-23707,39,granola bar,earrings,989,0
sona-23707,40,shirt,laptop,971,0
sona-23707,41,books,granola bar,21,0
sona-23707,42,computer keyboard,guitar,27,0
sona-23707,43,backpack,dress,989,0
sona-23707,44,wine,ring,998,0
sona-23707,45,makeup foundation,yoga mat,26,0
sona-23707,46,camera,shoes,993,0
sona-23707,47,shoes,guitar,40,0
sona-23707,48,laptop,chocolate,27,0
sona-23707,49,calculator,napkin,26,0
sona-23707,50,band-aid,backpack,981,0
sona-23707,51,athletic clothes,headphones,79,0
sona-23707,52,paper notebook,glasses,999,0
sona-23707,53,concert tickets,video games,6,0
sona-23707,54,necklace,ring,998,0
sona-23698,0,tie,baseball cap,115,0
sona-23698,1,napkin,bicycle,769,0
sona-23698,2,tie,scarf,131,0
sona-23698,3,pencil,wine,780,0
sona-23698,4,backpack,lipstick,833,0
sona-23698,5,coffee,earrings,178,0
sona-23698,6,wallet,skateboard,279,0
sona-23698,7,athletic clothes,water bottle,137,0
sona-23698,8,basketball,scarf,164,0
sona-23698,9,wine,baseball cap,207,0
sona-23698,10,skateboard,earrings,179,0
sona-23698,11,napkin,baseball cap,724,0
sona-23698,12,yoga mat,skateboard,235,0
sona-23698,13,watch,earrings,144,0
sona-23698,14,glasses,beanie,858,0
sona-23698,15,shirt,pants,742,0
sona-23698,16,video games,calculator,268,0
sona-23698,17,jacket,necklace,294,0
sona-23698,18,desktop computer,books,800,1
sona-23698,19,jacket,desktop computer,275,0
sona-23698,20,shoes,swimming suit,687,0
sona-23698,21,paper notebook,pants,294,0
sona-23698,22,band-aid,books,885,0
sona-23698,23,video games,shirt,218,0
sona-23698,24,purse,granola bar,292,0
sona-23698,25,wine,calculator,262,0
sona-23698,26,pants,sunglasses,251,0
sona-23698,27,band-aid,lipstick,882,0
sona-23698,28,yoga mat,wine,804,0
sona-23698,29,bicycle,makeup foundation,190,0
sona-23698,30,jacket,socks,792,0
sona-23698,31,pen,detergent,236,0
sona-23698,32,calculator,water bottle,230,0
sona-23698,33,scarf,earrings,166,0
sona-23698,34,cooking pot,camera,202,0
sona-23698,35,pen,coffee,195,0
sona-23698,36,tie,glasses,1e3,1
sona-23698,37,yoga mat,scarf,410,0
sona-23698,38,bicycle,headphones,762,0
sona-23698,39,yoga mat,lipstick,203,0
sona-23698,40,dishes,ring,167,0
sona-23698,41,sunglasses,baseball cap,703,0
sona-23698,42,desktop computer,computer keyboard,821,0
sona-23698,43,desktop computer,glasses,231,0
sona-23698,44,baseball cap,detergent,660,0
sona-23698,45,watch,detergent,838,0
sona-23698,46,pen,bicycle,334,0
sona-23698,47,dress,lipstick,599,0
sona-23698,48,band-aid,bicycle,335,0
sona-23698,49,car,desktop computer,263,0
sona-23698,50,desktop computer,makeup foundation,240,0
sona-23698,51,camera,beanie,227,0
sona-23698,52,car,scarf,224,0
sona-23698,53,cooking pot,socks,211,0
sona-23698,54,athletic clothes,socks,208,0
sona-23652,0,jacket,yoga mat,1,0
sona-23652,1,wine,shirt,276,0
sona-23652,2,computer keyboard,yoga mat,439,0
sona-23652,3,guitar,necklace,1e3,0
sona-23652,4,shirt,pencil,229,0
sona-23652,5,desktop computer,sunglasses,630,0
sona-23652,6,glasses,computer keyboard,281,0
sona-23652,7,coffee,car,1e3,0
sona-23652,8,earphones,necklace,874,0
sona-23652,9,glasses,dishes,695,0
sona-23652,10,jacket,band-aid,127,0
sona-23652,11,purse,concert tickets,787,0
sona-23652,12,guitar,tie,250,0
sona-23652,13,athletic clothes,dress,615,0
sona-23652,14,headphones,tie,329,0
sona-23652,15,desktop computer,water bottle,204,0
sona-23652,16,desktop computer,smart phone,926,0
sona-23652,17,sunglasses,glasses,47,0
sona-23652,18,swimming suit,necklace,1e3,1
sona-23652,19,backpack,necklace,700,0
sona-23652,20,skateboard,pencil,511,0
sona-23652,21,laptop,smart phone,288,0
sona-23652,22,sunglasses,books,261,0
sona-23652,23,computer keyboard,tie,368,0
sona-23652,24,shirt,yoga mat,425,0
sona-23652,25,books,water bottle,557,0
sona-23652,26,headphones,pencil,408,0
sona-23652,27,granola bar,pen,452,0
sona-23652,28,car,baseball cap,1,0
sona-23652,29,makeup foundation,camera,707,0
sona-23652,30,purse,swimming suit,383,0
sona-23652,31,desktop computer,baseball cap,248,0
sona-23652,32,headphones,water bottle,415,0
sona-23652,33,guitar,socks,384,0
sona-23652,34,laptop,pen,1,0
sona-23652,35,makeup foundation,books,433,0
sona-23652,36,sunglasses,concert tickets,676,1
sona-23652,37,cooking pot,earphones,455,0
sona-23652,38,backpack,car,1e3,0
sona-23652,39,books,calculator,439,0
sona-23652,40,paper notebook,earrings,736,0
sona-23652,41,watch,granola bar,202,0
sona-23652,42,headphones,car,985,0
sona-23652,43,dress,granola bar,36,0
sona-23652,44,bicycle,glasses,813,0
sona-23652,45,watch,scarf,115,0
sona-23652,46,shoes,baseball cap,29,0
sona-23652,47,headphones,beanie,323,0
sona-23652,48,calculator,computer keyboard,526,0
sona-23652,49,watch,swimming suit,310,0
sona-23652,50,watch,socks,294,0
sona-23652,51,scarf,athletic clothes,672,0
sona-23652,52,paper notebook,scarf,648,0
sona-23652,53,purse,detergent,223,0
sona-23652,54,bicycle,pants,800,0
sona-23546,0,jacket,smart phone,1,0
sona-23546,1,granola bar,ring,1e3,0
sona-23546,2,desktop computer,dishes,1,0
sona-23546,3,smart phone,laptop,1e3,0
sona-23546,4,paper notebook,detergent,1,0
sona-23546,5,jacket,napkin,1,0
sona-23546,6,chocolate,beanie,1,0
sona-23546,7,sunglasses,napkin,1,0
sona-23546,8,earrings,beanie,1,0
sona-23546,9,baseball cap,glasses,1,0
sona-23546,10,wine,band-aid,1,0
sona-23546,11,shoes,earrings,1,0
sona-23546,12,earphones,glasses,1e3,0
sona-23546,13,dishes,makeup foundation,1e3,0
sona-23546,14,backpack,basketball,1,0
sona-23546,15,beanie,glasses,1e3,0
sona-23546,16,sunglasses,ring,1e3,0
sona-23546,17,napkin,glasses,1e3,0
sona-23546,18,wallet,video games,1,1
sona-23546,19,dishes,guitar,1e3,0
sona-23546,20,wallet,earrings,1,0
sona-23546,21,paper notebook,shoes,1e3,0
sona-23546,22,scarf,car,1e3,0
sona-23546,23,sunglasses,detergent,1,0
sona-23546,24,earrings,headphones,1,0
sona-23546,25,purse,basketball,1,0
sona-23546,26,shoes,swimming suit,2,0
sona-23546,27,cooking pot,makeup foundation,1e3,0
sona-23546,28,backpack,earphones,1,0
sona-23546,29,yoga mat,earphones,1e3,0
sona-23546,30,tie,band-aid,1,0
sona-23546,31,chocolate,dress,1e3,0
sona-23546,32,scarf,glasses,1,0
sona-23546,33,backpack,makeup foundation,996,0
sona-23546,34,earphones,band-aid,1,0
sona-23546,35,granola bar,necklace,1e3,0
sona-23546,36,detergent,shirt,1e3,1
sona-23546,37,water bottle,dress,1e3,0
sona-23546,38,calculator,basketball,1,0
sona-23546,39,earphones,makeup foundation,1e3,0
sona-23546,40,skateboard,pencil,1,0
sona-23546,41,cooking pot,beanie,1,0
sona-23546,42,shoes,laptop,1,0
sona-23546,43,books,guitar,991,0
sona-23546,44,wallet,athletic clothes,1,0
sona-23546,45,water bottle,ring,1e3,0
sona-23546,46,jacket,makeup foundation,1,0
sona-23546,47,guitar,laptop,1,0
sona-23546,48,yoga mat,watch,1e3,0
sona-23546,49,paper notebook,lipstick,1e3,0
sona-23546,50,wallet,pen,1,0
sona-23546,51,makeup foundation,guitar,874,0
sona-23546,52,socks,athletic clothes,975,0
sona-23546,53,lipstick,athletic clothes,1e3,0
sona-23546,54,earrings,books,13,0
sona-23541,0,shoes,earphones,320,0
sona-23541,1,backpack,guitar,333,0
sona-23541,2,baseball cap,dress,333,0
sona-23541,3,bicycle,beanie,623,0
sona-23541,4,napkin,laptop,551,0
sona-23541,5,backpack,paper notebook,297,0
sona-23541,6,camera,granola bar,349,0
sona-23541,7,athletic clothes,paper notebook,340,0
sona-23541,8,chocolate,paper notebook,671,0
sona-23541,9,yoga mat,paper notebook,554,0
sona-23541,10,shirt,baseball cap,586,0
sona-23541,11,pen,swimming suit,389,0
sona-23541,12,video games,watch,615,0
sona-23541,13,ring,headphones,597,0
sona-23541,14,socks,watch,589,0
sona-23541,15,desktop computer,laptop,622,0
sona-23541,16,pants,baseball cap,600,0
sona-23541,17,socks,purse,434,0
sona-23541,18,band-aid,napkin,379,1
sona-23541,19,necklace,headphones,394,0
sona-23541,20,pencil,swimming suit,645,0
sona-23541,21,camera,smart phone,393,0
sona-23541,22,athletic clothes,wallet,608,0
sona-23541,23,water bottle,socks,397,0
sona-23541,24,coffee,headphones,596,0
sona-23541,25,camera,guitar,589,0
sona-23541,26,wine,purse,633,0
sona-23541,27,tie,cooking pot,373,0
sona-23541,28,baseball cap,detergent,330,0
sona-23541,29,purse,beanie,633,0
sona-23541,30,jacket,beanie,346,0
sona-23541,31,jacket,dress,625,0
sona-23541,32,necklace,laptop,369,0
sona-23541,33,watch,computer keyboard,382,0
sona-23541,34,books,swimming suit,382,0
sona-23541,35,jacket,car,637,0
sona-23541,36,books,tie,1e3,1
sona-23541,37,shirt,dishes,716,0
sona-23541,38,basketball,paper notebook,647,0
sona-23541,39,skateboard,video games,340,0
sona-23541,40,water bottle,athletic clothes,381,0
sona-23541,41,pants,makeup foundation,668,0
sona-23541,42,books,bicycle,349,0
sona-23541,43,earrings,pen,608,0
sona-23541,44,water bottle,backpack,656,0
sona-23541,45,camera,makeup foundation,353,0
sona-23541,46,water bottle,car,651,0
sona-23541,47,bicycle,chocolate,396,0
sona-23541,48,ring,computer keyboard,345,0
sona-23541,49,wine,baseball cap,665,0
sona-23541,50,books,basketball,358,0
sona-23541,51,coffee,pen,657,0
sona-23541,52,pencil,smart phone,656,0
sona-23541,53,shoes,water bottle,738,0
sona-23541,54,shirt,pen,665,0
sona-23502,0,video games,wine,890,0
sona-23502,1,earrings,watch,929,0
sona-23502,2,smart phone,watch,909,0
sona-23502,3,backpack,concert tickets,908,0
sona-23502,4,yoga mat,swimming suit,903,0
sona-23502,5,yoga mat,wine,922,0
sona-23502,6,band-aid,calculator,886,0
sona-23502,7,tie,socks,43,0
sona-23502,8,cooking pot,pen,921,0
sona-23502,9,guitar,video games,71,0
sona-23502,10,glasses,ring,999,0
sona-23502,11,backpack,wine,991,0
sona-23502,12,car,wine,37,0
sona-23502,13,baseball cap,yoga mat,38,0
sona-23502,14,glasses,laptop,991,0
sona-23502,15,skateboard,wine,990,0
sona-23502,16,laptop,beanie,24,0
sona-23502,17,napkin,wine,987,0
sona-23502,18,basketball,car,989,1
sona-23502,19,glasses,dishes,13,0
sona-23502,20,car,water bottle,1,0
sona-23502,21,water bottle,dress,963,0
sona-23502,22,yoga mat,smart phone,1e3,0
sona-23502,23,jacket,skateboard,41,0
sona-23502,24,smart phone,ring,1e3,0
sona-23502,25,scarf,watch,982,0
sona-23502,26,wallet,calculator,19,0
sona-23502,27,computer keyboard,earphones,986,0
sona-23502,28,laptop,concert tickets,994,0
sona-23502,29,jacket,beanie,14,0
sona-23502,30,glasses,paper notebook,25,0
sona-23502,31,basketball,backpack,877,0
sona-23502,32,detergent,necklace,996,0
sona-23502,33,lipstick,watch,974,0
sona-23502,34,beanie,pencil,424,0
sona-23502,35,desktop computer,necklace,1e3,0
sona-23502,36,camera,watch,206,1
sona-23502,37,headphones,pants,6,0
sona-23502,38,baseball cap,swimming suit,912,0
sona-23502,39,socks,cooking pot,13,0
sona-23502,40,shoes,watch,100,0
sona-23502,41,jacket,swimming suit,940,0
sona-23502,42,yoga mat,beanie,606,0
sona-23502,43,athletic clothes,makeup foundation,29,0
sona-23502,44,computer keyboard,smart phone,945,0
sona-23502,45,water bottle,smart phone,853,0
sona-23502,46,baseball cap,laptop,920,0
sona-23502,47,granola bar,car,910,0
sona-23502,48,earphones,car,78,0
sona-23502,49,earphones,granola bar,78,0
sona-23502,50,detergent,water bottle,798,0
sona-23502,51,computer keyboard,socks,264,0
sona-23502,52,computer keyboard,dishes,398,0
sona-23502,53,dress,cooking pot,311,0
sona-23502,54,desktop computer,yoga mat,304,0
sona-2333,0,athletic clothes,chocolate,171,0
sona-2333,1,glasses,ring,794,0
sona-2333,2,jacket,coffee,149,0
